lsoa_code,lsoa_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
E01015501,Swindon 022A,11,16,14,10,17,13,14,13,16,14,15,15,16,16,12,15,11,15,13,8,9,8,14,16,9,8,15,13,23,20,12,19,19,25,21,17,10,14,14,17,21,15,23,14,17,16,11,13,19,15,15,18,17,22,22,21,20,25,19,22,24,30,26,18,19,27,30,15,23,25,17,8,14,11,17,7,7,8,6,8,7,4,5,5,5,2,3,2,3,1
E01015502,Swindon 022B,23,13,24,25,23,18,24,27,27,25,28,19,28,29,19,25,24,23,13,15,11,12,19,11,15,16,27,20,20,31,23,35,27,36,23,20,22,20,21,15,19,22,27,19,14,12,17,17,19,13,26,19,20,20,18,13,14,19,28,21,16,19,26,25,14,11,12,16,17,10,14,10,17,17,10,6,6,7,9,6,3,5,3,5,3,1,1,4,1,1
E01015503,Swindon 022C,10,14,7,14,19,20,18,18,21,21,21,13,13,17,10,19,14,17,13,9,13,12,13,15,15,12,13,23,14,14,20,23,23,29,21,18,24,8,17,18,30,14,15,9,5,8,10,17,12,19,15,24,17,15,24,14,11,19,27,17,29,14,22,15,10,18,16,18,18,12,14,9,11,12,11,10,14,7,8,5,11,6,6,8,5,5,4,6,1,3
E01015504,Swindon 018C,14,14,14,12,10,12,11,11,14,11,17,15,16,17,25,15,27,16,15,11,12,11,15,11,14,14,8,10,10,10,10,16,19,19,13,14,19,12,16,17,14,22,22,13,18,13,20,16,26,23,32,22,24,14,24,27,47,21,32,29,22,23,18,23,16,15,19,22,12,15,9,12,5,6,8,5,4,5,7,5,0,5,0,1,4,3,2,3,0,2
E01015505,Swindon 018D,18,20,17,19,18,21,18,22,26,22,16,18,20,23,10,23,17,16,20,12,16,11,18,12,27,22,21,32,32,24,30,20,20,29,27,27,34,16,19,18,20,29,16,12,22,14,27,21,22,33,20,22,29,14,30,16,23,20,29,17,16,24,17,14,14,11,6,14,9,7,7,10,14,11,7,6,10,1,4,2,1,4,3,0,1,2,1,3,0,0
E01015506,Swindon 007A,16,21,15,17,11,16,11,17,13,14,16,18,17,20,18,23,18,15,16,22,21,16,19,21,15,19,18,22,15,23,19,20,25,21,16,20,21,20,12,23,12,18,16,15,16,26,24,20,19,29,28,16,26,18,21,24,19,30,25,20,18,17,16,16,14,17,16,14,21,14,18,14,8,18,11,9,5,11,11,12,6,13,12,6,5,4,2,4,5,2
E01015507,Swindon 007B,15,17,25,16,33,30,31,29,25,28,26,34,28,21,35,20,30,20,28,19,14,20,17,17,18,25,23,17,15,20,20,26,23,26,24,20,21,27,12,26,24,19,16,21,18,19,22,16,21,20,14,27,20,23,23,12,28,42,15,28,19,18,18,6,26,17,13,12,8,15,5,9,11,15,15,4,8,7,7,5,4,2,2,3,3,5,4,1,1,3
E01015508,Swindon 010A,17,9,15,12,15,22,14,23,20,24,26,19,22,21,19,25,22,16,17,19,18,19,12,17,16,13,19,12,16,15,15,18,28,19,14,20,18,21,22,18,21,28,30,31,20,25,18,23,13,20,20,32,28,22,23,25,25,20,22,16,17,16,20,19,18,15,20,13,17,12,17,10,15,15,7,12,8,3,8,7,4,6,5,7,7,8,7,4,3,5
E01015509,Swindon 010B,17,32,23,21,22,20,24,16,26,26,25,23,22,17,18,20,26,16,14,15,13,17,21,16,5,24,40,27,24,26,25,32,34,41,39,30,19,25,23,29,35,36,24,21,28,32,30,23,26,31,14,31,20,24,22,26,24,24,19,28,29,20,17,9,13,14,17,25,10,9,13,12,14,10,15,9,5,14,14,6,3,5,4,4,1,5,1,4,3,5
E01015510,Swindon 010C,26,33,23,29,26,16,27,32,16,25,28,17,14,24,14,29,27,23,19,26,27,24,21,25,34,38,38,44,33,44,44,41,38,32,34,47,39,34,36,31,34,31,25,29,26,36,36,33,38,30,36,37,27,34,34,32,21,31,23,26,17,25,28,21,19,18,17,15,6,12,12,15,13,15,11,11,11,11,9,4,10,8,9,7,5,5,7,5,5,3
E01015511,Swindon 010D,23,25,21,28,21,24,24,24,23,21,24,29,22,25,22,20,15,13,17,17,18,20,19,18,26,26,26,23,23,33,40,26,46,36,31,40,29,28,38,30,34,31,22,19,32,29,26,27,26,31,32,25,23,24,23,22,23,28,28,16,26,17,9,16,21,20,19,15,16,9,10,12,10,18,5,10,8,10,12,12,7,7,3,1,3,6,4,3,3,3
E01015512,Swindon 028C,14,10,21,22,27,22,34,14,31,26,26,24,25,31,22,23,25,21,25,14,15,16,19,13,8,14,16,16,6,13,18,17,24,17,13,26,23,20,28,22,34,20,28,25,32,19,27,40,36,36,30,25,27,30,33,37,26,23,34,19,25,15,20,12,12,11,9,17,11,9,11,19,18,9,13,8,4,6,1,6,0,7,3,0,2,0,3,2,1,0
E01015513,Swindon 004A,10,16,16,11,23,23,14,12,23,17,17,14,10,11,12,16,13,8,7,18,10,9,16,19,20,22,15,12,15,23,25,16,15,25,24,17,30,14,24,19,33,18,18,18,25,24,27,29,20,25,28,30,26,28,26,35,34,30,17,18,14,21,20,16,22,10,10,14,8,11,11,14,9,8,15,10,8,8,3,4,3,3,4,7,4,2,2,2,0,1
E01015514,Swindon 004B,10,6,6,14,12,5,14,13,14,9,9,10,7,9,10,15,10,14,13,6,10,15,15,11,8,9,9,14,7,7,7,9,11,17,7,13,13,9,14,11,10,5,9,8,6,12,14,20,10,19,15,9,16,16,20,22,11,19,20,18,19,12,14,22,12,15,12,18,13,20,15,17,31,28,28,27,26,24,17,25,21,15,12,16,7,7,9,5,7,4
E01015515,Swindon 004C,14,11,10,13,12,17,9,16,13,23,18,14,16,21,13,10,16,15,11,15,9,20,9,15,20,18,9,9,20,14,17,17,18,20,17,18,25,17,19,14,24,14,18,19,20,13,17,16,19,16,29,24,19,21,30,22,19,22,22,25,22,24,15,17,23,15,16,21,24,17,22,21,23,18,23,11,14,5,17,11,9,4,6,5,5,0,3,0,3,2
E01015516,Swindon 004D,3,4,6,13,12,4,12,11,6,8,7,11,7,7,12,7,8,7,8,9,9,5,20,11,15,7,8,13,11,5,13,11,12,13,15,8,11,14,12,17,15,12,15,12,11,10,17,14,17,16,14,15,18,20,20,19,24,29,27,30,18,11,21,19,21,12,10,17,19,17,17,23,16,26,24,15,19,11,20,16,12,8,11,19,17,15,6,12,14,11
E01015517,Swindon 004E,6,4,5,6,3,8,14,10,6,9,13,9,16,9,14,10,14,9,6,11,12,13,9,10,9,10,8,14,8,7,8,3,19,8,12,11,11,9,9,13,18,7,20,16,13,16,13,11,13,17,15,15,13,25,24,21,17,21,13,26,21,17,24,32,24,23,16,31,14,16,17,33,23,30,32,23,23,28,27,23,14,21,22,21,21,14,12,6,3,4
E01015518,Swindon 028D,10,15,12,21,22,21,15,14,23,25,19,21,25,27,16,28,21,26,33,18,9,21,14,16,15,7,9,8,10,20,12,10,15,16,17,14,23,20,25,14,16,23,29,20,23,25,29,35,33,39,38,36,33,41,30,30,21,22,15,12,16,14,20,16,11,9,3,5,6,12,12,6,16,10,8,6,9,6,1,10,1,7,1,3,0,3,0,1,6,1
E01015519,Swindon 001A,7,8,18,17,10,23,23,15,15,21,19,17,17,12,18,11,16,14,16,21,26,12,17,17,11,9,16,11,8,13,9,18,18,16,12,16,12,12,16,19,15,10,22,9,11,17,10,15,26,22,30,19,25,22,28,20,13,25,22,16,20,14,17,17,28,22,23,25,16,24,20,25,28,26,22,19,33,17,10,13,18,9,13,4,6,7,10,5,6,10
E01015520,Swindon 001B,10,8,5,15,9,6,15,10,6,12,13,12,15,15,14,10,10,11,13,10,15,10,5,10,10,20,9,7,11,15,11,9,15,11,16,14,13,10,16,13,5,12,20,18,18,12,17,14,24,28,8,16,15,16,21,17,24,22,21,13,19,9,16,19,11,13,16,19,15,19,13,22,25,16,24,11,16,15,16,10,12,13,11,10,8,8,10,11,8,8
E01015521,Swindon 001C,10,11,12,10,11,14,16,20,20,25,25,17,15,27,12,17,15,23,15,14,15,20,12,15,5,15,20,10,17,16,9,21,9,5,15,19,13,25,17,20,20,22,20,15,18,16,21,30,21,31,24,20,24,23,31,21,24,23,24,18,21,19,32,26,24,22,19,30,18,17,22,20,21,28,15,22,24,18,17,7,16,13,14,9,8,5,9,4,1,4
E01015522,Swindon 001D,13,13,8,14,10,10,19,9,16,16,12,14,14,9,13,13,8,11,4,4,7,10,11,17,13,18,14,9,6,15,18,16,20,16,12,14,19,12,17,17,17,18,18,16,14,10,15,15,15,19,13,21,20,24,30,22,18,27,19,16,15,20,25,27,13,17,23,31,20,14,24,26,26,20,21,18,11,12,11,4,12,8,6,2,4,5,4,6,5,3
E01015523,Swindon 001E,9,10,12,9,14,11,16,14,22,21,22,16,18,21,12,17,14,15,14,7,7,21,11,11,18,19,9,9,17,11,6,4,18,13,9,14,20,17,11,12,13,21,22,26,19,17,19,25,18,29,29,26,19,16,24,31,24,23,22,26,27,23,24,30,22,28,25,26,23,25,19,25,32,32,30,19,22,16,14,15,19,13,19,11,13,13,6,9,7,6
E01015524,Swindon 001F,7,9,8,11,12,8,16,11,14,10,14,11,13,15,7,13,13,11,10,12,9,17,11,8,13,15,12,13,16,10,14,12,15,10,14,13,7,12,12,12,12,10,13,9,11,15,22,13,21,14,21,15,19,12,21,20,23,12,14,19,13,12,12,16,16,13,15,7,12,15,3,23,11,17,18,7,8,8,12,11,5,5,9,8,5,6,3,1,1,1
E01015525,Swindon 026A,18,23,25,18,18,14,21,18,16,22,20,16,16,16,17,10,12,13,17,13,12,13,17,24,19,24,15,21,22,26,22,22,19,15,19,22,30,28,13,17,24,24,21,27,21,23,15,22,27,28,26,18,25,32,38,27,28,31,23,20,23,18,20,15,22,17,14,8,13,12,10,18,19,18,21,10,15,9,12,8,5,3,2,7,2,3,0,2,0,2
E01015526,Swindon 006A,21,20,15,20,21,19,18,19,11,16,16,29,22,24,12,18,14,14,6,13,19,14,20,14,19,16,19,31,30,22,27,26,26,34,28,27,24,22,26,20,19,16,28,18,28,18,17,21,22,14,15,8,30,28,22,26,26,23,27,18,14,7,26,15,9,11,12,13,7,16,17,5,14,15,20,5,9,5,9,3,7,10,1,2,4,1,6,0,2,3
E01015527,Swindon 007C,12,24,18,18,21,30,24,17,28,17,18,24,27,22,23,23,32,31,19,28,18,10,21,30,16,20,21,19,13,22,25,35,18,13,24,22,28,21,20,13,27,17,20,26,18,23,23,17,24,23,24,16,21,24,25,36,21,35,18,15,15,18,19,17,24,15,27,24,17,14,20,16,17,18,17,12,15,12,17,12,9,10,4,9,9,3,8,8,5,1
E01015528,Swindon 006B,30,20,30,28,24,38,36,45,28,40,41,27,37,30,32,38,18,29,30,26,17,26,14,30,20,24,27,17,35,31,35,28,29,31,23,37,37,35,31,38,28,26,20,23,35,31,27,22,27,32,26,26,31,20,24,30,24,28,29,35,24,24,17,19,31,27,19,20,19,14,17,11,14,15,13,15,10,12,4,7,9,12,11,6,4,14,5,7,4,1
E01015529,Swindon 006C,13,17,19,20,16,19,14,16,14,20,25,11,19,24,21,18,24,13,14,15,17,8,11,21,13,18,21,24,19,24,21,19,18,22,13,15,21,18,18,22,20,18,22,15,18,16,17,26,29,29,17,31,19,23,20,23,24,23,16,23,28,15,18,17,18,14,18,24,12,22,13,17,18,27,21,10,21,29,17,13,14,13,8,7,11,5,8,7,4,4
E01015530,Swindon 006D,16,25,30,21,28,36,34,38,24,34,42,32,32,42,31,30,28,26,28,16,17,20,17,19,19,24,16,22,12,17,25,27,25,26,49,30,33,37,25,35,34,33,44,22,26,28,21,19,33,26,17,36,34,30,28,18,21,25,29,18,30,25,16,17,17,21,28,24,18,15,18,28,18,20,21,10,16,13,15,19,4,7,5,8,11,6,7,4,5,5
E01015532,Swindon 021D,13,13,12,13,13,18,19,15,18,25,24,20,20,29,18,22,13,28,30,17,12,15,17,24,20,16,26,22,31,19,22,23,22,28,26,20,33,22,24,21,28,25,19,22,33,18,26,21,24,29,28,28,26,28,29,29,34,13,26,15,9,17,15,14,23,14,18,18,20,10,16,12,16,7,7,11,6,12,4,4,4,8,5,10,3,4,9,3,5,5
E01015533,Swindon 024A,8,14,10,14,15,10,14,17,15,8,9,11,14,21,11,5,14,12,3,4,11,9,8,11,11,23,14,16,8,14,13,20,13,7,13,10,14,16,15,18,13,15,21,17,18,15,20,17,9,10,18,12,22,33,25,21,24,26,24,28,31,25,19,27,30,22,23,25,18,16,17,22,20,18,15,16,17,21,18,16,12,16,16,22,17,10,17,14,6,8
E01015534,Swindon 024B,24,18,25,16,23,20,27,28,16,24,19,17,26,13,12,16,10,13,15,8,12,12,20,28,22,36,21,43,34,32,35,54,31,38,40,23,40,33,38,38,38,30,30,26,27,23,32,20,28,25,22,16,13,32,30,37,20,25,33,24,29,24,24,24,29,26,15,20,18,18,20,28,18,28,39,9,19,18,17,18,8,11,11,18,18,15,12,16,17,8
E01015535,Swindon 024C,27,19,21,23,28,26,26,26,30,28,24,13,26,22,14,26,21,24,19,15,11,12,21,23,32,28,36,34,32,29,32,32,28,31,30,34,29,30,27,23,25,36,30,16,31,19,25,32,33,18,23,32,35,28,28,26,20,18,21,28,22,18,35,24,20,33,24,27,14,14,18,20,15,23,23,17,16,20,15,14,17,11,6,15,12,13,11,15,9,6
E01015537,Swindon 020A,19,22,27,26,19,31,29,30,32,31,33,22,35,30,22,33,21,21,21,16,14,17,23,20,19,14,24,17,29,30,28,16,30,26,28,19,19,23,31,20,35,27,30,26,23,19,25,26,38,24,23,15,24,27,25,25,23,34,24,20,25,14,12,19,20,16,8,15,17,13,12,10,9,12,11,14,6,6,7,7,4,6,11,11,6,6,4,3,3,2
E01015538,Swindon 016A,33,29,32,29,40,30,29,20,29,38,21,30,26,18,29,16,16,24,22,12,18,11,25,29,40,22,28,26,30,36,36,20,39,25,42,26,19,23,33,21,19,21,21,24,22,23,22,23,30,25,22,23,31,22,23,25,31,30,28,30,26,14,31,18,23,13,16,12,20,17,19,19,8,19,11,8,10,10,13,6,3,7,5,8,4,5,6,7,2,4
E01015539,Swindon 020B,14,21,20,28,23,29,18,26,22,26,20,26,25,23,30,24,24,22,26,14,13,12,10,17,15,22,9,23,27,28,28,21,21,28,19,21,23,28,14,24,25,32,26,12,16,23,16,23,23,19,23,24,17,20,19,24,25,16,36,24,31,22,12,12,13,11,12,12,12,15,12,15,14,13,21,7,7,12,9,4,7,8,14,9,12,6,8,6,5,0
E01015540,Swindon 020C,20,21,19,30,28,15,26,32,32,27,28,29,31,32,21,20,36,31,19,19,21,25,21,19,11,22,19,21,35,31,31,32,20,23,31,22,29,20,31,21,22,24,23,28,16,25,22,23,27,28,37,27,22,27,23,30,36,21,28,27,21,18,13,21,15,16,15,22,12,6,8,8,10,10,15,9,12,13,14,15,6,1,7,5,11,6,7,5,5,4
E01015541,Swindon 020D,16,27,25,36,24,34,24,23,27,35,25,33,24,32,24,19,20,15,16,19,20,8,16,20,21,30,31,28,19,22,22,30,18,33,29,26,27,20,26,27,28,19,15,19,13,22,26,19,23,21,34,28,26,13,29,28,26,23,30,20,24,18,20,15,17,16,16,14,21,15,14,14,14,20,18,12,10,13,10,12,7,3,6,9,6,5,1,4,8,7
E01015542,Swindon 020E,18,20,21,19,21,24,16,20,17,26,20,15,18,20,26,27,21,21,17,18,10,11,19,17,23,22,19,22,15,22,19,14,19,27,14,19,16,21,15,17,22,20,21,17,10,20,13,23,15,17,24,15,17,18,20,18,14,18,19,24,12,22,12,13,13,11,20,11,16,9,9,11,11,6,11,10,11,10,4,9,3,9,3,2,6,6,1,7,2,1
E01015543,Swindon 003A,17,12,17,15,25,16,21,14,26,16,13,15,17,20,23,20,18,19,14,15,13,9,14,16,18,14,13,12,17,18,13,23,20,17,32,13,26,28,18,14,22,20,11,25,10,19,18,19,21,15,22,25,21,17,19,23,25,27,23,21,18,21,23,18,25,19,20,15,15,23,13,17,15,19,9,17,6,12,7,13,5,13,14,3,9,8,9,11,6,2
E01015544,Swindon 003B,25,26,32,31,33,32,32,29,28,33,36,38,20,28,21,26,19,18,16,22,15,19,17,18,11,18,18,22,26,28,27,26,38,22,26,24,26,30,24,18,21,26,17,17,24,26,20,20,29,18,29,21,13,16,22,23,27,28,20,17,15,17,16,10,29,16,23,16,4,19,15,19,12,16,15,10,9,4,6,3,9,5,4,2,5,6,8,2,1,2
E01015545,Swindon 003C,30,43,45,41,40,37,46,37,46,30,35,28,21,17,16,24,16,17,12,21,12,17,23,32,23,16,25,32,30,38,37,26,26,37,22,20,25,26,24,12,26,28,20,14,8,16,23,9,21,16,10,15,25,8,16,23,19,18,19,9,17,15,11,14,7,18,6,9,7,13,12,4,15,8,14,6,5,0,7,1,9,3,2,6,8,2,1,3,4,2
E01015546,Swindon 003D,39,40,42,37,45,35,42,44,31,39,35,27,33,27,23,23,28,27,33,22,19,20,14,24,32,30,17,25,24,31,30,29,41,30,29,32,11,31,23,21,22,31,17,20,16,19,18,23,18,16,20,25,17,33,19,22,25,15,23,19,16,11,17,13,24,12,10,5,10,6,8,14,12,10,7,10,8,3,11,8,4,6,5,4,3,1,2,2,1,3
E01015547,Swindon 008C,17,18,23,20,22,19,22,25,19,20,28,27,25,13,21,13,18,19,24,15,18,12,17,28,20,18,18,31,24,22,18,25,22,16,20,21,19,27,24,21,15,24,22,20,16,21,13,30,26,26,30,26,30,30,34,31,31,38,37,30,35,39,35,28,22,23,14,24,14,13,13,16,17,21,20,15,20,13,13,3,14,13,10,2,9,10,7,8,6,5
E01015548,Swindon 008D,8,12,11,7,17,7,21,18,13,17,19,18,22,17,26,16,24,17,11,14,10,16,11,19,15,13,7,6,7,7,14,6,9,11,16,10,20,8,17,20,24,10,14,21,20,22,24,25,29,25,31,34,34,29,39,31,22,27,30,28,25,28,27,37,23,32,25,22,23,21,15,20,18,12,16,12,15,12,14,14,12,8,9,12,8,3,2,8,4,1
E01015549,Swindon 009A,11,9,9,15,26,13,14,13,21,13,9,16,24,12,21,24,25,15,13,22,5,12,24,15,14,13,18,19,16,16,22,35,21,19,19,13,14,19,17,17,25,17,11,17,23,15,27,20,19,28,35,28,24,24,29,30,28,34,32,24,29,20,23,29,14,19,12,23,21,24,24,11,8,21,17,11,13,13,13,12,6,20,12,13,15,8,16,9,6,4
E01015550,Swindon 009B,25,16,15,16,21,15,20,14,15,10,14,21,18,17,16,16,17,16,10,10,8,15,23,26,19,19,17,24,28,25,18,20,37,28,15,30,33,28,17,19,26,19,25,21,18,19,19,23,26,28,21,21,21,22,21,32,27,36,38,30,31,22,15,23,23,27,25,24,24,19,20,22,22,20,32,19,19,29,20,17,13,21,19,12,14,15,7,8,12,6
E01015551,Swindon 009C,13,12,15,16,17,13,17,7,21,17,15,14,14,11,17,23,15,22,15,17,15,14,13,19,10,15,27,16,31,20,17,25,9,21,19,17,18,13,20,15,18,14,20,16,18,16,18,16,10,31,23,16,30,33,25,20,24,38,26,22,31,21,29,19,21,17,22,22,18,29,22,11,16,20,13,11,22,16,25,15,16,20,16,11,9,12,9,10,12,8
E01015552,Swindon 009D,22,16,22,24,30,33,21,22,26,23,32,29,24,28,23,20,25,30,22,24,24,19,32,25,31,37,40,35,38,32,33,24,29,30,30,28,26,30,30,28,29,28,24,23,26,22,35,22,32,40,31,39,29,43,45,32,40,36,35,27,37,26,16,25,25,21,29,20,23,17,9,18,14,13,14,5,15,17,8,4,10,11,11,12,12,12,12,6,8,12
E01015553,Swindon 009E,16,16,17,14,16,14,9,14,15,20,12,19,12,13,21,10,12,20,10,20,8,18,18,15,25,16,23,22,24,22,24,23,19,23,20,24,12,14,26,19,19,20,15,12,15,13,12,27,26,22,19,26,19,29,35,32,28,36,37,29,22,18,17,17,18,23,15,19,13,18,14,12,9,17,13,7,7,4,10,12,8,7,11,5,3,5,9,3,5,3
E01015554,Swindon 009F,17,8,13,11,8,13,24,13,12,12,15,16,12,8,16,14,8,25,10,10,20,12,15,12,9,9,12,7,11,11,20,18,10,14,15,11,12,16,12,17,15,9,13,18,13,10,9,18,25,24,15,25,19,18,33,14,22,25,23,22,22,23,20,18,16,16,17,19,13,13,14,12,9,22,24,16,20,14,18,15,23,15,25,14,14,8,9,6,4,5
E01015555,Swindon 005A,7,10,10,14,9,8,20,12,12,20,10,9,11,19,19,10,10,17,13,12,17,13,6,16,11,19,14,14,13,11,18,14,26,18,13,14,15,19,17,9,14,17,12,14,15,18,18,27,17,28,20,27,24,20,23,17,25,18,19,31,20,15,23,19,18,13,20,16,28,16,12,16,23,30,24,15,27,17,19,14,18,16,12,11,19,13,8,6,6,10
E01015556,Swindon 005B,15,15,17,20,21,13,5,18,16,8,12,12,9,12,7,19,11,14,13,8,8,13,11,16,16,18,19,18,23,20,19,19,22,22,15,10,24,23,20,17,10,19,15,23,11,20,17,22,19,29,29,24,25,28,28,32,20,25,21,22,22,20,34,20,19,18,23,24,19,13,18,8,17,21,20,16,16,10,14,11,7,12,11,10,7,5,8,7,3,2
E01015557,Swindon 005C,19,17,19,22,24,20,28,21,25,18,18,13,16,16,13,12,15,13,7,15,11,16,23,19,20,17,21,25,16,22,24,26,29,28,32,24,33,31,25,24,24,23,22,18,16,16,20,20,27,28,31,23,31,34,34,30,27,28,39,27,18,21,16,21,25,16,19,21,20,16,16,23,15,18,27,16,22,17,11,12,16,10,15,14,6,1,6,7,3,4
E01015558,Swindon 005D,12,14,21,16,15,22,13,19,28,19,28,19,40,19,18,28,21,37,25,18,19,14,13,19,20,15,22,16,13,14,14,12,22,14,19,25,17,9,20,19,16,22,13,20,18,20,19,16,8,19,18,18,28,20,24,17,20,22,15,17,21,15,12,18,13,21,6,19,15,20,17,18,26,17,12,20,21,14,9,10,11,6,7,11,11,6,5,4,5,2
E01015559,Swindon 005E,7,19,9,8,16,12,20,15,15,16,9,25,11,16,14,13,14,14,13,11,8,10,15,15,16,18,12,6,18,21,25,17,14,17,19,18,11,19,19,18,25,13,13,14,16,19,14,24,24,25,20,12,21,14,30,31,25,28,28,23,22,19,27,25,15,18,18,17,18,14,12,16,24,27,19,15,18,20,8,14,9,13,21,2,11,8,11,7,8,2
E01015560,Swindon 005F,27,25,20,32,15,34,30,22,22,27,18,25,23,23,21,27,19,22,19,16,18,20,24,27,24,25,25,25,37,37,51,27,32,40,45,30,33,36,29,31,29,21,20,19,22,28,27,26,32,35,40,28,21,33,39,17,32,32,31,38,30,25,22,22,21,26,14,17,13,19,12,18,15,19,14,19,14,14,12,5,10,11,8,9,6,5,6,11,6,6
E01015561,Swindon 014A,16,17,19,11,18,16,23,19,20,21,23,18,20,13,15,23,8,16,9,6,7,15,17,13,22,22,21,23,18,28,23,20,31,30,28,24,22,20,31,30,21,20,20,26,15,16,25,15,24,31,32,20,25,27,26,23,14,22,29,26,26,24,30,28,22,18,12,16,8,13,20,18,17,12,17,7,11,7,6,3,4,7,3,1,6,6,5,1,0,3
E01015562,Swindon 011A,16,20,13,21,24,20,26,26,27,30,18,24,24,14,16,17,13,11,11,14,12,11,16,20,16,16,23,24,23,26,18,20,16,28,29,19,18,25,28,23,28,21,21,25,17,26,8,25,22,21,22,19,24,27,38,24,35,28,27,29,20,24,20,13,15,14,14,19,7,6,10,10,8,4,4,7,1,3,1,2,3,2,4,2,1,2,1,2,0,1
E01015563,Swindon 011B,8,19,19,13,17,16,12,15,24,16,18,18,11,21,21,17,20,24,19,14,8,19,18,21,19,19,17,15,12,21,20,16,17,16,14,14,20,22,16,19,15,25,21,23,19,17,21,24,26,19,27,27,25,24,35,29,34,34,22,28,16,31,28,20,16,14,17,14,18,11,13,19,10,9,12,8,7,6,6,7,3,4,5,6,5,3,1,1,3,1
E01015564,Swindon 014B,10,13,18,17,15,17,15,24,14,18,22,19,17,23,18,15,15,16,9,14,1,16,10,11,14,15,18,15,13,21,17,11,28,23,19,16,26,21,19,21,23,26,22,14,15,13,17,26,19,19,18,24,21,16,29,25,29,32,33,26,29,23,25,22,24,22,22,30,17,16,15,16,10,19,11,11,8,11,11,8,3,11,7,3,3,2,3,4,4,5
E01015565,Swindon 011C,12,15,18,19,16,17,16,10,15,22,19,15,21,19,20,19,9,15,14,10,11,10,15,14,20,16,33,21,22,16,22,17,23,19,16,18,26,23,18,22,16,19,18,20,24,17,12,18,22,23,23,19,21,22,19,20,25,28,32,24,30,24,22,37,17,18,17,16,15,7,15,7,18,14,11,14,4,6,4,5,8,6,2,7,7,7,4,2,3,1
E01015566,Swindon 011D,15,14,13,17,30,22,21,13,25,19,20,16,21,15,16,21,17,14,13,10,12,6,18,21,22,21,22,26,29,26,27,25,28,19,23,19,28,26,27,19,19,23,14,27,20,23,29,29,19,25,26,31,21,14,26,20,28,30,26,22,23,21,20,14,15,20,19,12,17,12,18,10,12,15,8,11,3,8,2,6,2,2,5,7,5,0,2,2,1,1
E01015567,Swindon 014C,16,17,14,24,22,16,16,24,24,27,24,18,27,24,6,16,19,22,19,16,18,14,17,22,17,23,14,22,29,23,17,23,32,36,32,18,34,23,35,28,23,25,22,24,18,18,23,25,12,23,22,24,16,21,28,18,20,21,19,31,19,22,27,18,25,21,14,9,15,15,10,20,13,12,16,4,7,6,2,6,0,13,7,0,3,1,1,0,1,3
E01015568,Swindon 014D,25,29,14,19,15,18,16,25,17,14,17,15,12,14,14,10,18,18,9,14,27,13,28,34,31,22,39,30,41,32,33,36,27,35,31,23,29,29,23,28,17,16,24,24,21,18,16,24,26,13,25,20,27,24,20,24,18,23,24,21,29,23,28,23,16,17,18,20,17,11,13,14,13,16,13,10,5,15,4,3,5,7,5,7,2,5,2,3,1,2
E01015569,Swindon 022D,19,17,17,20,16,16,18,12,14,25,28,29,29,30,21,15,19,20,13,16,15,14,13,18,13,16,15,10,17,14,22,17,20,9,18,19,28,19,32,33,28,14,13,19,26,22,18,13,18,23,19,18,16,10,18,20,25,9,27,15,34,29,25,20,14,16,17,24,17,7,20,9,13,18,23,18,13,15,9,6,6,6,7,6,7,2,4,6,3,1
E01015570,Swindon 022E,18,16,21,22,19,17,17,21,18,21,14,21,15,17,14,18,10,7,12,10,17,10,9,18,23,17,19,22,16,13,27,34,28,24,23,29,24,23,15,31,19,26,24,18,19,11,22,19,17,12,12,22,20,18,19,26,22,20,18,13,22,18,23,18,13,17,20,14,18,15,13,14,15,12,16,6,10,8,4,8,15,5,5,9,4,1,2,4,4,4
E01015571,Swindon 022F,22,8,13,12,19,18,13,16,18,20,18,20,12,20,17,22,15,20,8,10,13,8,22,6,18,18,16,18,24,18,15,19,14,14,28,21,19,18,17,23,21,15,14,21,21,18,19,24,16,13,21,22,22,19,18,24,26,16,27,19,23,27,22,29,28,15,23,19,26,24,22,22,18,23,21,14,17,8,16,13,12,12,12,4,6,5,5,6,3,6
E01015572,Swindon 016B,11,15,27,18,27,24,23,17,27,35,27,14,29,21,23,27,18,26,20,20,19,9,15,20,22,11,15,7,12,11,17,17,21,17,17,21,21,19,20,18,16,25,17,16,19,26,17,23,19,17,19,13,33,19,24,16,17,23,20,20,19,15,12,13,4,9,10,10,12,12,3,8,5,5,5,4,7,8,5,3,5,6,1,2,6,1,3,2,3,0
E01015573,Swindon 016C,27,21,26,31,26,41,35,29,39,34,41,42,30,36,38,40,40,29,43,30,34,20,30,32,26,21,25,38,23,29,34,35,27,34,24,40,34,41,37,40,25,31,37,28,24,39,39,34,26,29,30,30,39,41,28,30,26,27,18,21,22,33,19,14,18,22,19,16,18,18,13,11,12,15,11,6,9,9,12,5,7,7,11,9,10,1,8,7,2,7
